,departure.iataCode,arrival.iataCode,airline.name,flight.number,delay_total_min,departure.month,flight_duration_min,delay_true
6900,rec,fen,azul,4403,12,5,165,1
6901,rec,fen,tap air portugal,5262,12,5,165,1
6902,rec,fen,azul,4466,12,5,165,1
6903,rec,fen,azul,4403,12,5,165,1
6904,rec,fen,azul,4466,12,5,165,1
6905,rec,fen,azul,4403,12,5,165,1
6906,rec,fen,tap air portugal,6021,12,5,165,1
6907,rec,fen,azul,4718,12,5,165,1
6908,rec,fen,azul,2514,12,5,165,1
6909,rec,fen,tap air portugal,6021,12,5,165,1
6910,rec,fen,azul,4718,12,5,165,1
6911,gru,cgr,delta air lines,7409,12,5,50,1
6912,gru,cgr,iberia,7031,12,5,50,1
6913,gru,cgr,qatar airways,5162,12,5,50,1
6914,gru,cgr,latam airlines,3119,12,5,50,1
6915,gig,cgr,azul,9168,24,5,60,1
6916,vcp,cgr,azul,2713,12,5,35,1
6917,bsb,cgr,latam airlines,3716,12,5,45,1
6918,vcp,cgr,azul,2713,12,5,35,1
6919,vcp,cgr,azul,2713,12,5,35,1
6920,bsb,cgr,latam airlines,3716,12,5,45,1
6921,gru,cgr,american airlines,7700,12,5,55,1
6922,gru,cgr,air france,1963,12,5,55,1
6923,gru,cgr,aeromexico,8163,12,5,55,1
6924,gru,cgr,sa avianca,4637,12,5,55,1
6925,gru,cgr,copa airlines,3579,12,5,55,1
6926,gru,cgr,tap air portugal,4143,12,5,55,1
6927,gru,cgr,ethiopian airlines,4106,12,5,55,1
6928,gru,cgr,gol,1348,12,5,55,1
6929,vcp,cgr,azul,4877,13,5,35,1
6930,bsb,cgr,latam airlines,3806,12,5,40,1
6931,gru,cgr,delta air lines,6320,12,5,50,1
6932,gru,cgr,qatar airways,5162,12,5,50,1
6933,gru,cgr,latam airlines,3119,12,5,50,1
6934,rec,fen,azul,4403,12,6,165,1
6935,rec,fen,tap air portugal,6021,12,6,165,1
6936,rec,fen,azul,4718,12,6,165,1
6937,nat,fen,azul,2338,12,6,140,1
6938,rec,fen,tap air portugal,6021,12,6,165,1
6939,rec,fen,azul,4718,12,6,165,1
6940,rec,fen,latam airlines,8901,12,6,160,1
6942,rec,fen,voepass,2372,12,6,160,1
6943,rec,fen,latam airlines,8908,12,6,160,1
6945,rec,fen,voepass,2370,12,6,160,1
6946,rec,fen,tap air portugal,6072,12,6,165,1
6947,rec,fen,azul,4403,12,6,165,1
6948,rec,fen,azul,4255,12,6,165,1
6949,rec,fen,azul,4403,12,6,165,1
6950,cgh,cgr,gol,1476,12,6,50,1
6951,gru,cgr,qatar airways,5206,12,6,50,1
6952,gru,cgr,latam airlines,3819,12,6,50,1
6953,bsb,cgr,latam airlines,3716,12,6,45,1
6954,gru,cgr,qatar airways,5206,12,6,50,1
6955,gru,cgr,latam airlines,3819,12,6,50,1
6956,gru,cgr,air france,1965,12,6,55,1
6957,gru,cgr,aerolineas argentinas,7632,12,6,55,1
6958,gru,cgr,emirates,3725,12,6,55,1
6959,gru,cgr,ethiopian airlines,4132,12,6,55,1
6960,gru,cgr,klm,9382,12,6,55,1
6961,gru,cgr,tap air portugal,4125,12,6,55,1
6962,gru,cgr,air europa,2691,12,6,55,1
6963,gru,cgr,gol,1496,12,6,55,1
6964,vcp,cgr,azul,4282,12,6,35,1
6965,bsb,cgr,latam airlines,3716,12,6,45,1
6966,vcp,cgr,azul,4282,12,6,35,1
6967,gru,cgr,delta air lines,6175,12,6,50,1
6968,gru,cgr,qatar airways,4849,12,6,50,1
6969,gru,cgr,latam airlines,3126,12,6,50,1
6970,gru,cgr,aeromexico,8510,12,6,50,1
6971,gru,cgr,delta air lines,6177,12,6,50,1
6972,gru,cgr,iberia,7031,12,6,50,1
6973,gru,cgr,jet linx aviation,5552,12,6,50,1
6974,gru,cgr,delta air lines,6278,12,6,50,1
6975,gru,cgr,latam airlines,3128,12,6,50,1
6976,vcp,cgr,azul,4282,27,6,35,1
6977,gru,cgr,sa avianca,4795,12,6,50,1
6978,gru,cgr,copa airlines,3606,12,6,50,1
6979,gru,cgr,ethiopian airlines,4148,12,6,50,1
6980,gru,cgr,air europa,2371,12,6,50,1
6981,gru,cgr,gol,1422,12,6,50,1
6982,gru,cgr,aeromexico,8510,12,6,50,1
6983,gru,cgr,delta air lines,6177,12,6,50,1
6984,gru,cgr,jet linx aviation,5552,12,6,50,1
6985,gru,cgr,latam airlines,3128,12,6,50,1
6986,cgh,cgr,latam airlines,3176,12,6,50,1
6987,rec,fen,tap air portugal,5229,12,7,165,1
6988,rec,fen,azul,4266,12,7,165,1
6989,rec,fen,azul,4466,12,7,165,1
6990,rec,fen,azul,4255,12,7,165,1
6991,rec,fen,azul,4718,12,7,165,1
6992,for,fen,latam airlines,8611,12,7,175,1
6993,for,fen,voepass,2350,12,7,175,1
6994,rec,fen,tap air portugal,5229,12,7,165,1
6995,rec,fen,azul,4266,12,7,165,1
6996,rec,fen,azul,4255,12,7,165,1
6997,rec,fen,tap air portugal,5229,12,7,165,1
6998,rec,fen,azul,4266,12,7,165,1
6999,rec,fen,azul,2514,12,7,165,1
7000,rec,fen,azul,4403,12,7,165,1
7001,rec,fen,latam airlines,7848,12,7,160,1
7002,rec,fen,voepass,2248,12,7,160,1
7003,rec,fen,azul,4718,12,7,165,1
7004,rec,fen,latam airlines,7846,12,7,160,1
7005,rec,fen,voepass,2246,12,7,160,1
7006,rec,fen,azul,4466,12,7,165,1
7007,gru,cgr,aeromexico,7928,12,7,50,1
7008,gru,cgr,sa avianca,4795,12,7,50,1
7009,gru,cgr,copa airlines,3606,12,7,50,1
7010,gru,cgr,tap air portugal,4042,12,7,50,1
7011,gru,cgr,air europa,2371,12,7,50,1
7012,gru,cgr,gol,1422,12,7,50,1
7013,bsb,cgr,latam airlines,3716,12,7,45,1
7014,vcp,cgr,azul,4877,20,7,35,1
7015,gru,cgr,delta air lines,6197,13,7,50,1
7016,gru,cgr,iberia,7031,13,7,50,1
7017,gru,cgr,qatar airways,5162,13,7,50,1
7018,gru,cgr,delta air lines,7404,13,7,50,1
7019,gru,cgr,latam airlines,3119,13,7,50,1
7020,vcp,cgr,azul,2713,18,7,35,1
7021,gru,cgr,air france,1965,12,7,55,1
7022,gru,cgr,aerolineas argentinas,7632,12,7,55,1
7023,gru,cgr,emirates,3725,12,7,55,1
7024,gru,cgr,ethiopian airlines,4132,12,7,55,1
7025,gru,cgr,klm,9382,12,7,55,1
7026,gru,cgr,south african airways,2345,12,7,55,1
7027,gru,cgr,tap air portugal,4125,12,7,55,1
7028,gru,cgr,air europa,2691,12,7,55,1
7029,gru,cgr,gol,1496,12,7,55,1
7030,gru,cgr,sa avianca,4795,12,7,50,1
7031,gru,cgr,copa airlines,3606,12,7,50,1
7032,gru,cgr,ethiopian airlines,4148,12,7,50,1
7033,gru,cgr,air europa,2371,12,7,50,1
7034,gru,cgr,gol,1422,12,7,50,1
7035,gru,cgr,qatar airways,5206,12,7,50,1
7036,gru,cgr,iberia,7031,12,7,50,1
7037,gru,cgr,latam airlines,3819,12,7,50,1
7038,rec,fen,azul,4255,12,8,165,1
7039,rec,fen,azul,2514,12,8,165,1
7040,rec,fen,azul,4466,28,8,165,1
7041,rec,fen,latam airlines,7848,12,8,160,1
7042,rec,fen,voepass,2248,12,8,160,1
7043,rec,fen,azul,4403,12,8,165,1
7044,rec,fen,azul,4466,12,8,165,1
7045,rec,fen,azul,4403,12,8,165,1
7046,rec,fen,azul,4255,12,8,165,1
7047,rec,fen,tap air portugal,5229,12,8,165,1
7048,rec,fen,azul,4266,12,8,165,1
7049,rec,fen,azul,4466,12,8,165,1
7050,rec,fen,tap air portugal,5229,12,8,165,1
7051,rec,fen,azul,4266,12,8,165,1
7052,rec,fen,azul,4255,12,8,165,1
7053,rec,fen,azul,2514,12,8,165,1
7054,cgh,cgr,latam airlines,3176,12,8,50,1
7055,gru,cgr,delta air lines,6337,12,8,50,1
7056,gru,cgr,iberia,7031,12,8,50,1
7057,gru,cgr,qatar airways,5162,12,8,50,1
7058,gru,cgr,latam airlines,3119,12,8,50,1
7059,gru,cgr,aeromexico,8510,12,8,45,1
7060,gru,cgr,delta air lines,6177,12,8,45,1
7061,gru,cgr,jet linx aviation,5552,12,8,45,1
7062,gru,cgr,qatar airways,5202,12,8,45,1
7063,gru,cgr,qatar airways,8413,12,8,45,1
7064,gru,cgr,latam airlines,3128,12,8,45,1
7065,gru,cgr,qatar airways,5206,12,8,50,1
7066,gru,cgr,latam airlines,3819,12,8,50,1
7067,gru,cgr,aeromexico,8510,12,8,50,1
7068,gru,cgr,delta air lines,6177,12,8,50,1
7069,gru,cgr,jet linx aviation,5552,12,8,50,1
7070,gru,cgr,qatar airways,8413,12,8,50,1
7071,gru,cgr,latam airlines,3128,12,8,50,1
7072,vcp,cgr,azul,4877,12,8,35,1
7073,bsb,cgr,latam airlines,3806,12,8,40,1
7074,gru,cgr,aerolineas argentinas,7632,12,8,55,1
7075,gru,cgr,emirates,3725,12,8,55,1
7076,gru,cgr,ethiopian airlines,4132,12,8,55,1
7077,gru,cgr,klm,9382,12,8,55,1
7078,gru,cgr,south african airways,2345,12,8,55,1
7079,gru,cgr,tap air portugal,4125,12,8,55,1
7080,gru,cgr,air europa,2691,12,8,55,1
7081,gru,cgr,gol,1496,12,8,55,1
7082,bsb,cgr,latam airlines,3716,12,8,45,1
7083,vcp,cgr,azul,2700,18,8,35,1
7084,cgh,cgr,gol,9060,12,8,50,1
7085,bsb,cgr,latam airlines,3716,12,8,45,1
7086,gru,cgr,american airlines,7700,12,8,50,1
7087,gru,cgr,air france,1963,12,8,50,1
7088,gru,cgr,aeromexico,8163,12,8,50,1
7089,gru,cgr,sa avianca,4637,12,8,50,1
7090,gru,cgr,copa airlines,3579,12,8,50,1
7091,gru,cgr,tap air portugal,4143,12,8,50,1
7092,gru,cgr,gol,1348,12,8,50,1
7093,gru,cgr,delta air lines,6175,12,8,50,1
7094,gru,cgr,qatar airways,7267,12,8,50,1
7095,gru,cgr,latam airlines,3126,12,8,50,1
7096,rec,fen,azul,4718,12,9,165,1
7097,rec,fen,azul,4466,12,9,165,1
7098,rec,fen,azul,4403,12,9,165,1
7099,rec,fen,azul,4718,12,9,165,1
7100,rec,fen,tap air portugal,5229,12,9,165,1
7101,rec,fen,azul,4266,12,9,165,1
7102,cgh,cgr,latam airlines,3176,12,9,50,1
7103,bsb,cgr,latam airlines,3806,12,9,40,1
7104,bsb,cgr,latam airlines,3716,12,9,45,1
7105,gru,cgr,iberia,7031,12,9,50,1
7106,gru,cgr,qatar airways,5206,12,9,50,1
7107,gru,cgr,latam airlines,3819,12,9,50,1
7108,gru,cgr,delta air lines,6303,12,9,50,1
7109,gru,cgr,qatar airways,5162,12,9,50,1
7110,gru,cgr,delta air lines,6247,12,9,50,1
7111,gru,cgr,latam airlines,3119,12,9,50,1
7112,gru,cgr,aeromexico,8510,12,9,50,1
7113,gru,cgr,delta air lines,6278,12,9,50,1
7114,gru,cgr,jet linx aviation,5552,12,9,50,1
7115,gru,cgr,qatar airways,5233,12,9,50,1
7116,gru,cgr,delta air lines,6177,12,9,50,1
7117,gru,cgr,qatar airways,4845,12,9,50,1
7118,gru,cgr,latam airlines,3128,12,9,50,1
7119,gru,cgr,american airlines,7700,12,9,55,1
7120,gru,cgr,air france,1963,12,9,55,1
7121,gru,cgr,aeromexico,8163,12,9,55,1
7122,gru,cgr,sa avianca,4637,12,9,55,1
7123,gru,cgr,copa airlines,3579,12,9,55,1
7124,gru,cgr,tap air portugal,4143,12,9,55,1
7125,gru,cgr,air europa,2691,12,9,55,1
7126,gru,cgr,emirates,3725,12,9,55,1
7127,gru,cgr,ethiopian airlines,4102,12,9,55,1
7128,gru,cgr,gol,1348,12,9,55,1
7129,vcp,cgr,azul,4877,12,9,35,1
7130,bsb,cgr,latam airlines,3716,12,9,45,1
7131,gru,cgr,air france,1965,12,9,55,1
7132,gru,cgr,aerolineas argentinas,7632,12,9,55,1
7133,gru,cgr,emirates,3725,12,9,55,1
7134,gru,cgr,ethiopian airlines,4132,12,9,55,1
7135,gru,cgr,klm,9382,12,9,55,1
7136,gru,cgr,tap air portugal,4125,12,9,55,1
7137,gru,cgr,air europa,2691,12,9,55,1
7138,gru,cgr,south african airways,2345,12,9,55,1
7139,gru,cgr,gol,1496,12,9,55,1
7140,rec,fen,azul,9126,12,10,165,1
7141,rec,fen,latam airlines,7846,12,10,160,1
7142,rec,fen,voepass,2246,12,10,160,1
7143,rec,fen,azul,4255,12,10,165,1
7144,rec,fen,latam airlines,7846,12,10,160,1
7145,rec,fen,voepass,2246,12,10,160,1
7146,rec,fen,latam airlines,7848,12,10,160,1
7147,rec,fen,voepass,2248,12,10,160,1
7148,rec,fen,azul,9126,12,10,165,1
7149,rec,fen,azul,2514,12,10,165,1
7150,rec,fen,azul,2514,18,10,165,1
7151,vcp,cgr,azul,4282,12,10,35,1
7152,cgh,cgr,latam airlines,4692,12,10,50,1
7153,gru,cgr,qatar airways,5206,12,10,50,1
7154,gru,cgr,iberia,7031,12,10,50,1
7155,gru,cgr,latam airlines,3819,12,10,50,1
7156,vcp,cgr,azul,4282,12,10,35,1
7157,vcp,cgr,azul,2713,12,10,40,1
7158,bsb,cgr,latam airlines,3716,12,10,45,1
7159,nat,fen,azul,2338,12,11,140,1
7160,rec,fen,azul,4718,12,11,165,1
7161,rec,fen,latam airlines,7848,12,11,160,1
7162,rec,fen,voepass,2248,12,11,160,1
7163,rec,fen,latam airlines,7846,12,11,160,1
7164,rec,fen,voepass,2246,12,11,160,1
7165,rec,fen,tap air portugal,5229,12,11,165,1
7166,rec,fen,azul,4266,12,11,165,1
7167,rec,fen,azul,2514,12,11,165,1
7168,rec,fen,azul,9126,12,11,165,1
7169,rec,fen,azul,4466,12,11,165,1
7170,rec,fen,azul,9126,12,11,165,1
7171,vcp,cgr,azul,4877,12,11,35,1
7172,gru,cgr,sa avianca,4795,13,11,40,1
7173,gru,cgr,copa airlines,3606,13,11,40,1
7174,gru,cgr,ethiopian airlines,4148,13,11,40,1
7175,gru,cgr,tap air portugal,4042,13,11,40,1
7176,gru,cgr,air europa,2371,13,11,40,1
7177,gru,cgr,gol,1422,13,11,40,1
7178,cgb,cgr,azul,4155,12,11,70,1
7179,bsb,cgr,latam airlines,3716,12,11,40,1
7180,gru,cgr,qatar airways,5206,12,11,50,1
7181,gru,cgr,latam airlines,3819,12,11,50,1
7182,rec,fen,azul,2820,12,12,165,1
7183,rec,fen,azul,4403,12,12,165,1
7184,rec,fen,tap air portugal,5229,12,12,165,1
7185,rec,fen,azul,4266,12,12,165,1
7186,rec,fen,azul,4718,12,12,165,1
7187,rec,fen,azul,4403,12,12,165,1
7188,rec,fen,azul,4718,12,12,165,1
7189,cgh,cgr,latam airlines,3176,12,12,45,1
7190,gru,cgr,delta air lines,6175,12,12,45,1
7191,gru,cgr,jet linx aviation,5552,12,12,45,1
7192,gru,cgr,latam airlines,3126,12,12,45,1
7193,vcp,cgr,azul,2713,12,12,40,1
7194,vcp,cgr,azul,2700,12,12,40,1
7195,bsb,cgr,latam airlines,3718,12,12,45,1
7196,vcp,cgr,azul,4877,12,12,40,1
7197,bsb,cgr,latam airlines,3716,12,12,45,1
7198,bsb,cgr,latam airlines,3716,12,12,45,1
7199,gru,cgr,delta air lines,6175,12,12,45,1
7200,gru,cgr,jet linx aviation,5552,12,12,45,1
7201,gru,cgr,latam airlines,3126,12,12,45,1
7202,bsb,cgr,latam airlines,3718,12,12,45,1
7203,cgh,cgr,latam airlines,3178,12,12,45,1
7204,bsb,cgr,latam airlines,3716,12,12,45,1
7205,gru,cgr,aeromexico,8163,12,12,55,1
7206,gru,cgr,aerolineas argentinas,7632,12,12,55,1
7207,gru,cgr,copa airlines,3606,12,12,55,1
7208,gru,cgr,tap air portugal,4005,12,12,55,1
7209,gru,cgr,air europa,2371,12,12,55,1
7210,gru,cgr,gol,1422,12,12,55,1
7211,vcp,cgr,azul,4282,12,12,40,1
7212,bsb,aju,gol,2144,12,1,135,1
7213,rec,fen,latam airlines,8908,11,2,160,1
7215,rec,fen,voepass,2370,11,2,160,1
7216,rec,fen,azul,2820,11,2,165,1
7217,rec,fen,latam airlines,8901,11,2,160,1
7219,rec,fen,voepass,2372,11,2,160,1
7220,rec,fen,azul,4466,11,2,165,1
7221,rec,fen,tap air portugal,5229,11,2,165,1
7222,rec,fen,azul,4266,11,2,165,1
7223,rec,fen,azul,2417,11,2,165,1
7224,rec,fen,azul,4466,11,2,165,1
7225,rec,fen,tap air portugal,5229,11,2,165,1
7226,rec,fen,azul,4266,11,2,165,1
7227,rec,fen,azul,2417,11,2,165,1
7228,rec,fen,tap air portugal,5262,11,2,165,1
7229,rec,fen,azul,4466,11,2,165,1
7230,rec,fen,azul,4718,11,2,165,1
7231,rec,fen,azul,2514,11,2,165,1
7232,rec,fen,azul,4255,11,2,165,1
7233,rec,fen,latam airlines,8901,11,2,160,1
7235,rec,fen,voepass,2372,11,2,160,1
7236,rec,fen,azul,2514,11,2,165,1
7237,rec,fen,azul,4718,11,2,165,1
7238,rec,fen,azul,4466,11,2,165,1
7239,rec,fen,azul,4255,11,2,165,1
7240,gru,cgr,delta air lines,6175,11,2,45,1
7241,gru,cgr,jet linx aviation,5552,11,2,45,1
7242,gru,cgr,latam airlines,3126,11,2,45,1
7243,bsb,cgr,latam airlines,3716,11,2,45,1
7244,vcp,cgr,azul,2700,11,2,40,1
7245,gru,cgr,american airlines,7701,11,2,50,1
7246,gru,cgr,sa avianca,4663,11,2,50,1
7247,gru,cgr,copa airlines,3586,11,2,50,1
7248,gru,cgr,emirates,3725,11,2,50,1
7249,gru,cgr,ethiopian airlines,4106,11,2,50,1
7250,gru,cgr,klm,9338,11,2,50,1
7251,gru,cgr,tap air portugal,4059,11,2,50,1
7252,gru,cgr,gol,1414,11,2,50,1
7253,gru,cgr,american airlines,7701,11,2,50,1
7254,gru,cgr,sa avianca,4663,11,2,50,1
7255,gru,cgr,copa airlines,3586,11,2,50,1
7256,gru,cgr,emirates,3725,11,2,50,1
7257,gru,cgr,ethiopian airlines,4106,11,2,50,1
7258,gru,cgr,klm,9338,11,2,50,1
7259,gru,cgr,tap air portugal,4059,11,2,50,1
7260,gru,cgr,gol,1414,11,2,50,1
7261,gru,cgr,delta air lines,6175,11,2,45,1
7262,gru,cgr,jet linx aviation,5552,11,2,45,1
7263,gru,cgr,latam airlines,3126,11,2,45,1
7264,vcp,cgr,azul,2713,11,2,40,1
7265,bsb,cgr,latam airlines,3716,11,2,45,1
7266,gru,cgr,delta air lines,6175,11,2,45,1
7267,gru,cgr,jet linx aviation,5552,11,2,45,1
7268,gru,cgr,latam airlines,3126,11,2,45,1
7269,vcp,cgr,azul,4282,11,2,40,1
7270,cgh,cgr,latam airlines,3178,11,2,45,1
7271,gru,cgr,delta air lines,7367,11,2,55,1
7272,gru,cgr,qatar airways,5134,11,2,55,1
7273,gru,cgr,delta air lines,7371,11,2,55,1
7274,gru,cgr,qatar airways,5127,11,2,55,1
7275,gru,cgr,latam airlines,3130,11,2,55,1
7276,gru,cgr,delta air lines,6175,11,2,45,1
7277,gru,cgr,jet linx aviation,5552,11,2,45,1
7278,gru,cgr,latam airlines,3126,11,2,45,1
7279,vcp,cgr,azul,4282,11,2,40,1
7280,vcp,cgr,azul,2713,11,2,40,1
7281,cgh,cgr,latam airlines,3176,11,2,50,1
7282,gru,cgr,aeromexico,8510,11,2,50,1
7283,gru,cgr,delta air lines,6177,11,2,50,1
7284,gru,cgr,qatar airways,5118,11,2,50,1
7285,gru,cgr,iberia,7031,11,2,50,1
7286,gru,cgr,latam airlines,3128,11,2,50,1
7287,rec,fen,latam airlines,8908,11,3,160,1
7289,rec,fen,voepass,2370,11,3,160,1
7290,rec,fen,azul,4255,11,3,165,1
7291,rec,fen,azul,4466,11,3,165,1
7292,rec,fen,azul,4466,11,3,165,1
7293,rec,fen,azul,4255,11,3,165,1
7294,rec,fen,tap air portugal,5262,11,3,165,1
7295,rec,fen,azul,4466,11,3,165,1
7296,rec,fen,azul,2514,11,3,165,1
7297,rec,fen,azul,4255,11,3,165,1
7298,rec,fen,azul,4466,11,3,165,1
7299,gru,cgr,delta air lines,6175,11,3,45,1
7300,gru,cgr,jet linx aviation,5552,11,3,45,1
7301,gru,cgr,latam airlines,3126,11,3,45,1
7302,gru,cgr,aeromexico,8163,11,3,55,1
7303,gru,cgr,sa avianca,4795,11,3,55,1
7304,gru,cgr,copa airlines,3606,11,3,55,1
7305,gru,cgr,tap air portugal,4075,11,3,55,1
7306,gru,cgr,air europa,2371,11,3,55,1
7307,gru,cgr,copa airlines,3597,11,3,55,1
7308,gru,cgr,gol,1422,11,3,55,1
7309,cgh,cgr,latam airlines,3178,11,3,45,1
7310,gru,cgr,delta air lines,6175,11,3,45,1
7311,gru,cgr,jet linx aviation,5552,11,3,45,1
7312,gru,cgr,latam airlines,3126,11,3,45,1
7313,gru,cgr,aeromexico,8163,11,3,55,1
7314,gru,cgr,sa avianca,4795,11,3,55,1
7315,gru,cgr,copa airlines,3606,11,3,55,1
7316,gru,cgr,tap air portugal,4075,11,3,55,1
7317,gru,cgr,air europa,2371,11,3,55,1
7318,gru,cgr,gol,1422,11,3,55,1
7319,cgh,cgr,latam airlines,3178,11,3,45,1
7320,gru,cgr,delta air lines,6175,11,3,45,1
7321,gru,cgr,jet linx aviation,5552,11,3,45,1
7322,gru,cgr,latam airlines,3126,11,3,45,1
7323,gru,cgr,air france,1965,11,3,60,1
7324,gru,cgr,aerolineas argentinas,7632,11,3,60,1
7325,gru,cgr,sa avianca,4677,11,3,60,1
7326,gru,cgr,emirates,3725,11,3,60,1
7327,gru,cgr,ethiopian airlines,4132,11,3,60,1
7328,gru,cgr,klm,9338,11,3,60,1
7329,gru,cgr,tap air portugal,4102,11,3,60,1
7330,gru,cgr,air europa,2691,11,3,60,1
7331,gru,cgr,gol,1496,11,3,60,1
7332,vcp,cgr,azul,4282,11,3,40,1
7333,cgb,cgr,azul,4155,11,3,70,1
7334,rec,fen,azul,4718,11,4,165,1
7335,rec,fen,azul,4403,11,4,165,1
7336,rec,fen,azul,2040,11,4,165,1
7337,rec,fen,azul,4403,11,4,165,1
7338,rec,fen,azul,4403,11,4,165,1
7339,rec,fen,azul,4255,11,4,165,1
7340,vcp,cgr,azul,2713,11,4,40,1
7341,vcp,cgr,azul,4282,11,4,40,1
7342,vcp,cgr,azul,4877,11,4,40,1
7343,gru,cgr,qatar airways,5206,11,4,50,1
7344,gru,cgr,latam airlines,3819,11,4,50,1
7345,bsb,cgr,latam airlines,3806,11,4,40,1
7346,gru,cgr,aeromexico,8510,11,4,50,1
7347,gru,cgr,delta air lines,6177,11,4,50,1
7348,gru,cgr,jet linx aviation,5552,11,4,50,1
7349,gru,cgr,latam airlines,3128,11,4,50,1
7350,gru,cgr,delta air lines,6175,11,4,50,1
7351,gru,cgr,qatar airways,7285,11,4,50,1
7352,gru,cgr,latam airlines,3126,11,4,50,1
7353,gru,cgr,qatar airways,5206,11,4,50,1
7354,gru,cgr,latam airlines,3819,11,4,50,1
7355,bsb,cgr,latam airlines,3716,11,4,45,1
7356,vcp,cgr,azul,2700,11,4,40,1
7357,gru,cgr,american airlines,7700,11,4,55,1
7358,gru,cgr,air france,1963,11,4,55,1
7359,gru,cgr,aeromexico,8163,11,4,55,1
7360,gru,cgr,sa avianca,4637,11,4,55,1
7361,gru,cgr,copa airlines,3579,11,4,55,1
7362,gru,cgr,tap air portugal,4143,11,4,55,1
7363,gru,cgr,air europa,2691,11,4,55,1
7364,gru,cgr,gol,1348,11,4,55,1
7365,vcp,cgr,azul,4282,11,4,40,1
7366,vcp,cgr,azul,2700,11,4,40,1
7367,gru,cgr,american airlines,7700,11,4,55,1
7368,gru,cgr,air france,1963,11,4,55,1
7369,gru,cgr,aeromexico,8163,11,4,55,1
7370,gru,cgr,sa avianca,4637,11,4,55,1
7371,gru,cgr,copa airlines,3579,11,4,55,1
7372,gru,cgr,tap air portugal,4143,11,4,55,1
7373,gru,cgr,gol,1348,11,4,55,1
7374,gru,cgr,delta air lines,6247,11,4,50,1
7375,gru,cgr,qatar airways,5162,11,4,50,1
7376,gru,cgr,delta air lines,6334,11,4,50,1
7377,gru,cgr,iberia,7031,11,4,50,1
7378,gru,cgr,latam airlines,3119,11,4,50,1
7379,gru,cgr,sa avianca,4795,11,4,50,1
7380,gru,cgr,copa airlines,3606,11,4,50,1
7381,gru,cgr,ethiopian airlines,4148,11,4,50,1
7382,gru,cgr,air europa,2371,11,4,50,1
7383,gru,cgr,gol,1422,11,4,50,1
7384,gru,cgr,american airlines,7700,11,4,55,1
7385,gru,cgr,air france,1963,11,4,55,1
7386,gru,cgr,aeromexico,8163,11,4,55,1
7387,gru,cgr,sa avianca,4637,11,4,55,1
7388,gru,cgr,copa airlines,3579,11,4,55,1
7389,gru,cgr,tap air portugal,4143,11,4,55,1
7390,gru,cgr,gol,1348,11,4,55,1
7391,gru,cgr,delta air lines,6000,11,4,50,1
7392,gru,cgr,iberia,7031,11,4,50,1
7393,gru,cgr,qatar airways,5162,11,4,50,1
7394,gru,cgr,delta air lines,6247,11,4,50,1
7395,gru,cgr,latam airlines,3119,11,4,50,1
7396,rec,fen,azul,2514,11,5,165,1
7397,rec,fen,tap air portugal,5262,11,5,165,1
7398,rec,fen,azul,4466,11,5,165,1
7399,rec,fen,azul,4403,11,5,165,1
7400,rec,fen,azul,4403,11,5,165,1
7401,rec,fen,azul,2514,54,5,165,1
7402,gru,cgr,delta air lines,6175,11,5,50,1
7403,gru,cgr,qatar airways,7285,11,5,50,1
7404,gru,cgr,latam airlines,3126,11,5,50,1
7405,gru,cgr,qatar airways,5206,11,5,50,1
7406,gru,cgr,iberia,7031,11,5,50,1
7407,gru,cgr,latam airlines,3819,11,5,50,1
7408,bsb,cgr,latam airlines,3716,11,5,45,1
7409,vcp,cgr,azul,4877,11,5,35,1
7410,cgh,cgr,latam airlines,3176,11,5,50,1
7411,gru,cgr,qatar airways,5206,11,5,50,1
7412,gru,cgr,latam airlines,3819,11,5,50,1
7413,gru,cgr,air france,1965,11,5,55,1
7414,gru,cgr,aerolineas argentinas,7632,11,5,55,1
7415,gru,cgr,emirates,3725,11,5,55,1
7416,gru,cgr,ethiopian airlines,4132,11,5,55,1
7417,gru,cgr,klm,9382,11,5,55,1
7418,gru,cgr,tap air portugal,4125,11,5,55,1
7419,gru,cgr,air europa,2691,11,5,55,1
7420,gru,cgr,gol,1496,11,5,55,1
7421,cgh,cgr,latam airlines,3176,11,5,50,1
7422,gru,cgr,delta air lines,7403,11,5,50,1
7423,gru,cgr,qatar airways,5162,11,5,50,1
7424,gru,cgr,delta air lines,7413,11,5,50,1
7425,gru,cgr,iberia,7031,11,5,50,1
7426,gru,cgr,latam airlines,3119,11,5,50,1
7427,vcp,cgr,azul,4282,11,5,35,1
7428,bsb,cgr,latam airlines,3716,11,5,45,1
7429,vcp,cgr,azul,4877,21,5,35,1
7430,cgh,cgr,latam airlines,3176,11,5,50,1
7431,gru,cgr,delta air lines,7410,11,5,50,1
7432,gru,cgr,iberia,7031,11,5,50,1
7433,gru,cgr,qatar airways,5162,11,5,50,1
7434,gru,cgr,delta air lines,7403,11,5,50,1
7435,gru,cgr,latam airlines,3119,11,5,50,1
7436,cgh,cgr,latam airlines,3176,11,5,50,1
7437,bsb,cgr,latam airlines,3716,11,5,45,1
7438,gru,cgr,sa avianca,4795,11,5,50,1
7439,gru,cgr,copa airlines,3606,11,5,50,1
7440,gru,cgr,ethiopian airlines,4148,11,5,50,1
7441,gru,cgr,air europa,2371,11,5,50,1
7442,gru,cgr,gol,1422,11,5,50,1
7443,vcp,cgr,azul,2700,11,5,40,1
